application_id;application_date;rm_id;branch_id;business_sector;final_credit_status;approval_stage;decision_date;akad_signing_date;disbursement_date;requested_plafond;approved_plafond;missing_field_count;doc_completeness_flag;data_quality_score;rejection_reason
APP00409;12/01/2024;RM024;B01;Jasa;Approved;Komite;17/01/2024;30/01/2024;31/01/2024;1,44;1,02;1;Complete;90;
APP00410;04/04/2024;RM008;B10;Jasa;Approved;Komite;08/05/2024;13/05/2024;23/05/2024;0,32;0,29;1;Complete;90;
APP00411;28/10/2024;RM002;B02;Perdagangan;Approved;Komite;08/11/2024;21/11/2024;30/11/2024;2,50;2,27;1;Complete;90;
APP00412;09/09/2024;RM008;B10;Konstruksi;Rejected;Verifikasi;18/09/2024;;;2,49;0,00;0;Complete;90;Cashflow Lemah
APP00413;29/08/2024;RM027;B12;Perdagangan;Pending;Analisis;;;;2,99;0,00;3;Incomplete;55;
APP00414;04/02/2024;RM013;B08;Konstruksi;Approved;Analisis;14/03/2024;18/03/2024;;1,58;1,18;0;Complete;100;
APP00415;02/08/2024;RM013;B05;Pertanian;Pending;Verifikasi;;;;1,53;0,00;0;Complete;100;
APP00416;02/12/2024;RM001;B12;Perdagangan;Rejected;Verifikasi;20/12/2024;;;4,71;0,00;0;Complete;90;Sektor Risiko Tinggi
APP00417;30/03/2024;RM006;B11;Jasa;Pending;Verifikasi;;;;0,77;0,00;0;Complete;100;
APP00418;20/09/2024;RM024;B07;Konstruksi;Approved;Komite;27/10/2024;09/11/2024;11/11/2024;1,71;1,38;1;Complete;90;
APP00419;02/04/2024;RM019;B02;Jasa;Rejected;Analisis;23/04/2024;;;2,16;0,00;0;Complete;90;Sektor Risiko Tinggi
APP00420;30/03/2024;RM016;B08;Konstruksi;Pending;Verifikasi;;;;2,85;0,00;0;Complete;100;
APP00421;24/04/2024;RM008;B11;Konstruksi;Approved;Analisis;07/05/2024;20/05/2024;28/05/2024;2,20;1,92;1;Complete;90;
APP00422;14/04/2024;RM028;B06;Jasa;Approved;Analisis;11/05/2024;14/05/2024;21/05/2024;1,14;0,94;2;Incomplete;75;
APP00423;14/07/2024;RM001;B08;Jasa;Pending;Verifikasi;;;;4,00;0,00;0;Complete;100;
APP00424;09/11/2024;RM027;B01;Konstruksi;Approved;Analisis;18/11/2024;25/11/2024;27/11/2024;1,99;1,27;1;Complete;90;
APP00425;23/04/2024;RM027;B15;Produksi;Rejected;Verifikasi;13/05/2024;;;0,73;0,00;2;Incomplete;60;Cashflow Lemah
APP00426;15/03/2024;RM016;B01;Perdagangan;Approved;Komite;12/04/2024;27/04/2024;;2,25;2,06;5;Incomplete;30;
APP00427;04/08/2024;RM009;B12;Perdagangan;Rejected;Verifikasi;27/08/2024;;;2,64;0,00;2;Incomplete;60;Agunan Tidak Cukup
APP00428;03/10/2024;RM013;B07;Jasa;Pending;Verifikasi;;;;6,43;0,00;0;Complete;100;
APP00429;05/09/2024;RM011;B08;Konstruksi;Approved;Komite;20/09/2024;30/09/2024;02/10/2024;2,53;1,57;2;Incomplete;75;
APP00430;12/06/2024;RM013;B13;Pertanian;Approved;Komite;10/09/2024;18/07/2024;27/07/2024;0,81;0,50;1;Complete;90;
APP00431;22/12/2024;RM025;B03;Produksi;Pending;Verifikasi;;;;0,83;0,00;0;Complete;100;
APP00432;10/07/2024;RM021;B05;Perdagangan;Pending;Verifikasi;;;;4,22;0,00;3;Incomplete;55;
APP00433;14/08/2024;RM010;B12;Perdagangan;Pending;Verifikasi;;;;1,22;0,00;1;Complete;85;
APP00434;25/06/2024;RM004;B01;Konstruksi;Approved;Komite;03/08/2024;15/08/2024;24/08/2024;0,78;0,64;4;Incomplete;45;
APP00435;08/04/2024;RM027;B07;Perdagangan;Approved;Komite;02/05/2024;10/05/2024;13/05/2024;3,61;2,93;2;Incomplete;75;
APP00436;05/02/2024;RM006;B05;Perdagangan;Approved;Komite;14/03/2024;28/03/2024;31/03/2024;1,49;1,13;2;Incomplete;75;
APP00437;05/04/2024;RM028;B08;Perdagangan;Pending;Verifikasi;;;;3,50;0,00;2;Incomplete;70;
APP00438;31/05/2024;RM007;B13;Produksi;Approved;Analisis;05/06/2024;10/06/2024;11/06/2024;1,15;0,74;1;Complete;90;
APP00439;30/05/2024;RM005;B08;Konstruksi;Approved;Analisis;09/07/2024;13/07/2024;22/07/2024;4,80;4,34;1;Complete;90;
APP00440;08/07/2024;RM011;B09;Perdagangan;Pending;Verifikasi;;;;3,35;0,00;3;Incomplete;55;
APP00441;11/08/2024;RM013;B07;Jasa;Rejected;Verifikasi;04/09/2024;;;1,29;0,00;2;Incomplete;60;Sektor Risiko Tinggi
APP00442;06/02/2024;RM026;B11;Produksi;Approved;Analisis;17/02/2024;24/02/2024;27/02/2024;0,73;0,63;3;Incomplete;60;
APP00443;24/09/2024;RM025;B01;Transportasi;Approved;Komite;07/10/2024;15/10/2024;19/10/2024;7,91;7,64;3;Incomplete;60;
APP00444;01/07/2024;RM019;B13;Perdagangan;Pending;Verifikasi;;;;1,75;0,00;5;Incomplete;25;
APP00445;13/01/2024;RM023;B03;Jasa;Pending;Verifikasi;;;;1,25;0,00;2;Incomplete;70;
APP00446;05/10/2024;RM010;B08;Jasa;Approved;Komite;26/10/2024;09/11/2024;18/11/2024;4,56;3,86;1;Complete;90;
APP00447;04/08/2024;RM010;B03;Konstruksi;Rejected;Verifikasi;16/08/2024;;;3,50;0,00;0;Complete;90;Agunan Tidak Cukup
APP00448;20/12/2024;RM011;B08;Jasa;Rejected;Verifikasi;31/12/2024;;;4,03;0,00;2;Incomplete;60;Cashflow Lemah
APP00449;12/10/2024;RM021;B01;Perdagangan;Approved;Komite;21/11/2024;30/11/2024;02/12/2024;1,87;1,63;0;Complete;100;
APP00450;29/09/2024;RM030;B05;Produksi;Approved;Komite;13/10/2024;18/10/2024;27/10/2024;6,13;5,63;0;Complete;100;
APP00451;02/03/2024;RM007;B04;Pertanian;Approved;Analisis;24/03/2024;30/03/2024;04/04/2024;0,90;0,58;0;Complete;100;
APP00452;24/03/2024;RM018;B05;Perdagangan;Pending;Verifikasi;;;;1,42;0,00;3;Incomplete;55;
APP00453;04/08/2024;RM004;B08;Konstruksi;Approved;Analisis;27/08/2024;01/09/2024;03/09/2024;2,51;1,61;3;Incomplete;60;
APP00454;07/12/2024;RM002;B10;Perdagangan;Pending;Verifikasi;;;;4,00;0,00;2;Incomplete;70;
APP00455;05/07/2024;RM014;B15;Jasa;Pending;Verifikasi;;;;2,95;0,00;1;Complete;85;
APP00456;19/01/2024;RM013;B14;Jasa;Approved;Komite;06/02/2024;21/02/2024;24/02/2024;1,89;1,74;2;Incomplete;75;
APP00457;25/06/2024;RM029;B04;Produksi;Pending;Analisis;;;;1,49;0,00;2;Incomplete;70;
APP00458;09/04/2024;RM012;B11;Jasa;Rejected;Analisis;05/05/2024;;;4,01;0,00;1;Complete;75;Agunan Tidak Cukup
APP00459;20/08/2024;RM007;B04;Konstruksi;Approved;Analisis;07/09/2024;18/09/2024;28/09/2024;3,14;1,94;1;Complete;90;
APP00460;16/03/2024;RM002;B15;Produksi;Approved;Komite;06/04/2024;14/04/2024;24/04/2024;1,17;0,83;1;Complete;90;
APP00461;21/09/2024;RM013;B03;Produksi;Approved;Analisis;28/10/2024;08/11/2024;18/11/2024;1,15;0,80;1;Complete;90;
APP00462;10/10/2024;RM014;B07;Pertanian;Rejected;Verifikasi;15/11/2024;;;1,43;0,00;2;Incomplete;60;Cashflow Lemah
APP00463;24/07/2024;RM027;B03;Pertanian;Rejected;Verifikasi;14/08/2024;;;1,32;0,00;1;Complete;75;Dokumen Tidak Lengkap
APP00464;10/08/2024;RM017;B12;Perdagangan;Approved;Komite;18/08/2024;29/08/2024;08/09/2024;3,68;2,97;4;Incomplete;45;
APP00465;21/02/2024;RM009;B03;Jasa;Pending;Verifikasi;;;;2,58;0,00;0;Complete;100;
APP00466;04/12/2024;RM017;B11;Konstruksi;Approved;Analisis;14/12/2024;21/12/2024;;2,77;2,30;0;Complete;100;
APP00467;23/05/2024;RM008;B10;Perdagangan;Approved;Komite;24/06/2024;29/06/2024;01/07/2024;2,22;1,96;1;Complete;90;
APP00468;09/03/2024;RM002;B05;Produksi;Approved;Analisis;31/03/2024;07/04/2024;;2,29;1,95;0;Complete;100;
APP00469;08/04/2024;RM028;B05;Transportasi;Approved;Analisis;15/04/2024;25/04/2024;05/05/2024;0,77;0,77;1;Complete;90;
APP00470;25/01/2024;RM024;B14;Perdagangan;Approved;Komite;30/01/2024;14/02/2024;18/02/2024;3,19;2,09;0;Complete;100;
APP00471;22/02/2024;RM013;B06;Produksi;Pending;Analisis;;;;1,41;0,00;1;Complete;85;
APP00472;30/05/2024;RM003;B08;Jasa;Approved;Analisis;25/06/2024;02/07/2024;09/07/2024;1,94;1,49;0;Complete;100;
APP00473;23/05/2024;RM016;B10;Jasa;Rejected;Analisis;05/06/2024;;;1,49;0,00;2;Incomplete;60;Dokumen Tidak Lengkap
APP00474;26/02/2024;RM006;B06;Perdagangan;Approved;Analisis;18/03/2024;01/04/2024;02/04/2024;2,16;1,87;1;Complete;90;
APP00475;08/02/2024;RM019;B15;Perdagangan;Approved;Analisis;23/02/2024;02/03/2024;11/03/2024;2,80;2,23;0;Complete;100;
APP00476;18/04/2024;RM030;B12;Produksi;Approved;Analisis;21/05/2024;05/06/2024;10/06/2024;1,08;0,87;2;Incomplete;75;
APP00477;29/06/2024;RM007;B01;Pertanian;Pending;Analisis;;;;2,31;0,00;0;Complete;100;
APP00478;11/02/2024;RM010;B15;Pertanian;Approved;Komite;22/03/2024;26/03/2024;02/04/2024;1,51;1,50;3;Incomplete;60;
APP00479;04/07/2024;RM009;B08;Jasa;Approved;Komite;05/08/2024;15/08/2024;17/08/2024;4,38;4,25;4;Incomplete;45;
APP00480;10/08/2024;RM002;B08;Perdagangan;Rejected;Analisis;19/09/2024;;;1,02;0,00;0;Complete;90;Agunan Tidak Cukup
APP00481;01/05/2024;RM028;B09;Produksi;Approved;Komite;06/05/2024;10/05/2024;13/05/2024;1,09;0,70;4;Incomplete;45;
APP00482;12/05/2024;RM028;B09;Perdagangan;Approved;Komite;24/05/2024;29/05/2024;06/06/2024;1,60;1,50;3;Incomplete;60;
APP00483;11/06/2024;RM015;B02;Konstruksi;Rejected;Verifikasi;20/06/2024;;;1,14;0,00;4;Incomplete;30;Sektor Risiko Tinggi
APP00484;02/08/2024;RM030;B15;Pertanian;Approved;Analisis;16/08/2024;31/08/2024;06/09/2024;1,73;1,24;2;Incomplete;75;
APP00485;08/08/2024;RM005;B02;Produksi;Approved;Komite;16/09/2024;22/09/2024;28/09/2024;1,44;1,07;0;Complete;100;
APP00486;22/08/2024;RM029;B03;Konstruksi;Approved;Analisis;29/08/2024;11/09/2024;17/09/2024;2,09;2,04;3;Incomplete;60;
APP00487;26/11/2024;RM022;B01;Perdagangan;Approved;Komite;24/12/2024;07/01/2025;13/01/2025;3,63;3,21;0;Complete;100;
APP00488;25/05/2024;RM004;B04;Produksi;Approved;Komite;04/07/2024;17/07/2024;20/07/2024;2,07;1,49;0;Complete;100;
APP00489;26/08/2024;RM020;B14;Perdagangan;Approved;Komite;09/09/2024;18/09/2024;27/09/2024;2,19;1,82;0;Complete;100;
APP00490;16/03/2024;RM004;B04;Konstruksi;Approved;Komite;17/04/2024;02/05/2024;08/05/2024;1,05;1,03;0;Complete;100;
APP00491;09/01/2024;RM018;B14;Perdagangan;Approved;Komite;22/01/2024;02/02/2024;04/02/2024;1,83;1,69;1;Complete;90;
APP00492;14/03/2024;RM004;B09;Produksi;Pending;Analisis;;;;1,54;0,00;2;Incomplete;70;
APP00493;09/09/2024;RM027;B09;Konstruksi;Approved;Komite;16/09/2024;24/09/2024;28/09/2024;2,98;2,67;4;Incomplete;45;
APP00494;17/08/2024;RM017;B09;Perdagangan;Approved;Komite;10/09/2024;14/09/2024;;1,25;0,84;0;Complete;100;
APP00495;07/01/2024;RM012;B10;Jasa;Rejected;Verifikasi;04/02/2024;;;1,18;0,00;4;Incomplete;30;Cashflow Lemah
APP00496;22/06/2024;RM022;B07;Pertanian;Pending;Analisis;;;;2,40;0,00;4;Incomplete;40;
APP00497;20/05/2024;RM017;B14;Jasa;Approved;Analisis;27/05/2024;11/06/2024;;6,50;6,32;0;Complete;100;
APP00498;16/06/2024;RM010;B15;Perdagangan;Rejected;Verifikasi;13/07/2024;;;1,78;0,00;1;Complete;75;Dokumen Tidak Lengkap
APP00499;18/06/2024;RM022;B02;Perdagangan;Approved;Komite;06/07/2024;15/07/2024;25/07/2024;2,19;2,07;3;Incomplete;60;
APP00500;09/10/2024;RM001;B10;Perdagangan;Approved;Komite;29/10/2024;01/11/2024;04/11/2024;3,50;2,47;2;Incomplete;75;
APP00501;01/05/2024;RM022;B05;Konstruksi;Pending;Verifikasi;;;;2,69;0,00;2;Incomplete;70;
APP00502;12/07/2024;RM026;B04;Jasa;Approved;Komite;23/07/2024;30/07/2024;09/08/2024;2,70;1,74;2;Incomplete;75;
APP00503;05/01/2024;RM024;B12;Perdagangan;Approved;Analisis;01/02/2024;12/02/2024;16/02/2024;1,87;1,62;1;Complete;90;
APP00504;29/01/2024;RM027;B11;Jasa;Approved;Komite;09/03/2024;13/03/2024;21/03/2024;1,89;1,77;0;Complete;100;
APP00505;13/06/2024;RM018;B08;Jasa;Approved;Komite;14/07/2024;24/07/2024;01/08/2024;1,26;1,12;1;Complete;90;
APP00506;04/12/2024;RM018;B02;Perdagangan;Approved;Analisis;18/12/2024;26/12/2024;31/12/2024;2,65;2,14;0;Complete;100;
APP00507;15/05/2024;RM014;B06;Jasa;Rejected;Verifikasi;04/06/2024;;;2,62;0,00;2;Incomplete;60;Sektor Risiko Tinggi
APP00508;16/11/2024;RM015;B13;Perdagangan;Approved;Komite;01/12/2024;14/12/2024;16/12/2024;3,05;2,97;3;Incomplete;60;
APP00509;07/12/2024;RM029;B05;Perdagangan;Rejected;Analisis;23/12/2024;;;1,48;0,00;1;Complete;75;Cashflow Lemah
APP00510;24/05/2024;RM012;B15;Produksi;Pending;Analisis;;;;3,26;0,00;5;Incomplete;25;
APP00511;22/11/2024;RM004;B12;Perdagangan;Rejected;Verifikasi;23/12/2024;;;3,91;0,00;1;Complete;75;Agunan Tidak Cukup
APP00512;04/08/2024;RM027;B02;Produksi;Pending;Analisis;;;;0,96;0,00;2;Incomplete;70;
APP00513;27/10/2024;RM003;B11;Jasa;Pending;Verifikasi;;;;1,66;0,00;2;Incomplete;70;
APP00514;11/05/2024;RM020;B10;Jasa;Approved;Komite;17/05/2024;31/05/2024;09/06/2024;4,01;3,58;5;Incomplete;30;
APP00515;18/10/2024;RM029;B15;Produksi;Approved;Komite;03/11/2024;16/11/2024;20/11/2024;1,34;1,14;2;Incomplete;75;
APP00516;10/03/2024;RM012;B01;Jasa;Approved;Analisis;05/04/2024;12/04/2024;18/04/2024;2,72;2,56;0;Complete;100;
APP00517;08/09/2024;RM007;B08;Konstruksi;Rejected;Verifikasi;09/10/2024;;;1,99;0,00;4;Incomplete;30;Agunan Tidak Cukup
APP00518;01/10/2024;RM029;B02;Produksi;Rejected;Verifikasi;21/10/2024;;;2,42;0,00;2;Incomplete;60;Cashflow Lemah
APP00519;30/06/2024;RM011;B07;Jasa;Approved;Analisis;22/07/2024;03/08/2024;;2,03;1,53;0;Complete;100;
APP00520;15/06/2024;RM001;B09;Pertanian;Approved;Analisis;30/06/2024;09/07/2024;19/07/2024;3,10;1,90;2;Incomplete;75;
APP00521;31/03/2024;RM006;B09;Produksi;Approved;Komite;11/04/2024;24/04/2024;02/05/2024;1,07;0,69;3;Incomplete;60;
APP00522;20/07/2024;RM015;B08;Perdagangan;Pending;Verifikasi;;;;1,15;0,00;1;Complete;85;
APP00523;11/12/2024;RM015;B11;Perdagangan;Approved;Analisis;09/01/2025;17/01/2025;18/01/2025;4,77;4,53;1;Complete;90;
APP00524;19/01/2024;RM019;B14;Perdagangan;Pending;Verifikasi;;;;6,99;0,00;3;Incomplete;55;
APP00525;08/02/2024;RM011;B12;Konstruksi;Rejected;Analisis;15/02/2024;;;1,98;0,00;3;Incomplete;45;Dokumen Tidak Lengkap
APP00526;05/05/2024;RM026;B10;Produksi;Approved;Analisis;09/06/2024;13/06/2024;20/06/2024;5,55;5,35;1;Complete;90;
APP00527;21/06/2024;RM023;B09;Konstruksi;Approved;Analisis;10/07/2024;23/07/2024;;1,25;1,16;0;Complete;100;
APP00528;20/05/2024;RM026;B02;Produksi;Approved;Analisis;06/06/2024;12/06/2024;18/06/2024;1,44;1,16;0;Complete;100;
APP00529;29/08/2024;RM002;B06;Jasa;Approved;Komite;02/10/2024;12/10/2024;18/10/2024;4,75;4,32;2;Incomplete;75;
APP00530;07/08/2024;RM014;B04;Perdagangan;Approved;Analisis;03/09/2024;06/09/2024;;3,21;2,60;3;Incomplete;60;
APP00531;05/05/2024;RM002;B14;Produksi;Approved;Komite;29/05/2024;10/06/2024;;5,20;3,45;0;Complete;100;
APP00532;27/02/2024;RM029;B04;Jasa;Rejected;Verifikasi;17/03/2024;;;2,63;0,00;1;Complete;75;Sektor Risiko Tinggi
APP00533;27/05/2024;RM004;B05;Transportasi;Approved;Komite;15/06/2024;26/06/2024;02/07/2024;1,08;0,73;0;Complete;100;
APP00534;12/11/2024;RM017;B12;Perdagangan;Approved;Komite;18/11/2024;26/11/2024;28/11/2024;2,27;1,68;2;Incomplete;75;
APP00535;01/01/2024;RM003;B03;Jasa;Rejected;Verifikasi;18/01/2024;;;4,08;0,00;0;Complete;90;Agunan Tidak Cukup
APP00536;13/12/2024;RM013;B14;Produksi;Pending;Verifikasi;;;;1,83;0,00;0;Complete;100;
APP00537;08/07/2024;RM009;B01;Produksi;Approved;Analisis;07/08/2024;19/08/2024;27/08/2024;1,67;1,29;0;Complete;100;
APP00538;09/07/2024;RM007;B08;Jasa;Pending;Analisis;;;;2,65;0,00;2;Incomplete;70;
APP00539;07/11/2024;RM015;B05;Pertanian;Approved;Komite;03/12/2024;09/12/2024;14/12/2024;1,42;1,00;1;Complete;90;
APP00540;26/04/2024;RM023;B03;Perdagangan;Pending;Verifikasi;;;;2,37;0,00;0;Complete;100;
APP00541;13/05/2024;RM029;B10;Produksi;Pending;Analisis;;;;2,06;0,00;4;Incomplete;40;
APP00542;27/02/2024;RM029;B14;Produksi;Pending;Analisis;;;;1,48;0,00;0;Complete;100;
APP00543;13/02/2024;RM011;B07;Konstruksi;Approved;Komite;06/03/2024;19/03/2024;29/03/2024;3,57;2,20;1;Complete;90;
APP00544;21/06/2024;RM020;B07;Pertanian;Rejected;Analisis;30/06/2024;;;2,92;0,00;4;Incomplete;30;Sektor Risiko Tinggi
APP00545;08/06/2024;RM002;B01;Perdagangan;Approved;Komite;30/06/2024;04/07/2024;06/07/2024;1,60;1,32;1;Complete;90;
APP00546;21/06/2024;RM015;B12;Perdagangan;Approved;Analisis;18/07/2024;31/07/2024;;1,97;1,50;1;Complete;90;
APP00547;12/11/2024;RM014;B09;Transportasi;Approved;Komite;19/12/2024;29/12/2024;;1,68;1,44;0;Complete;100;
APP00548;29/10/2024;RM020;B15;Jasa;Approved;Analisis;28/11/2024;12/12/2024;18/12/2024;1,35;1,11;3;Incomplete;60;
APP00549;28/05/2024;RM022;B02;Konstruksi;Approved;Analisis;06/07/2024;13/07/2024;19/07/2024;0,72;0,50;1;Complete;90;
APP00550;20/03/2024;RM011;B05;Perdagangan;Rejected;Verifikasi;15/04/2024;;;1,48;0,00;3;Incomplete;45;Sektor Risiko Tinggi
APP00551;31/07/2024;RM027;B13;Produksi;Rejected;Verifikasi;06/08/2024;;;1,36;0,00;0;Complete;90;Dokumen Tidak Lengkap
APP00552;21/07/2024;RM003;B14;Pertanian;Approved;Komite;02/08/2024;15/08/2024;19/08/2024;2,12;2,02;1;Complete;90;
APP00553;08/09/2024;RM017;B05;Konstruksi;Approved;Komite;29/09/2024;08/10/2024;15/10/2024;2,58;2,54;3;Incomplete;60;
APP00554;16/08/2024;RM030;B14;Perdagangan;Approved;Analisis;01/09/2024;05/09/2024;06/09/2024;1,23;1,18;5;Incomplete;30;
APP00555;12/06/2024;RM012;B08;Produksi;Approved;Komite;03/07/2024;08/07/2024;;2,48;2,20;0;Complete;100;
APP00556;14/08/2024;RM024;B14;Jasa;Approved;Analisis;21/08/2024;24/08/2024;01/09/2024;1,12;0,93;3;Incomplete;60;
APP00557;26/05/2024;RM028;B08;Perdagangan;Rejected;Analisis;06/06/2024;;;1,84;0,00;0;Complete;90;Cashflow Lemah
APP00558;20/01/2024;RM029;B14;Produksi;Approved;Analisis;21/02/2024;24/02/2024;27/02/2024;1,38;1,35;1;Complete;90;
APP00559;16/02/2024;RM021;B07;Produksi;Approved;Komite;14/03/2024;21/03/2024;30/03/2024;3,10;2,17;0;Complete;100;
APP00560;20/08/2024;RM015;B07;Konstruksi;Approved;Komite;14/09/2024;24/09/2024;;2,13;1,73;2;Incomplete;75;
APP00561;31/10/2024;RM016;B12;Jasa;Rejected;Analisis;02/12/2024;;;1,86;0,00;1;Complete;75;Dokumen Tidak Lengkap
APP00562;14/01/2024;RM005;B11;Perdagangan;Pending;Verifikasi;;;;1,36;0,00;0;Complete;100;
APP00563;22/05/2024;RM027;B06;Perdagangan;Rejected;Analisis;28/06/2024;;;1,63;0,00;0;Complete;90;Dokumen Tidak Lengkap
APP00564;01/01/2024;RM020;B06;Jasa;Pending;Verifikasi;;;;5,94;0,00;0;Complete;100;
APP00565;23/02/2024;RM006;B11;Perdagangan;Approved;Komite;06/03/2024;10/03/2024;16/03/2024;1,47;1,35;4;Incomplete;45;
APP00566;15/09/2024;RM019;B09;Pertanian;Approved;Analisis;14/10/2024;18/10/2024;28/10/2024;2,64;2,09;5;Incomplete;30;
APP00567;23/05/2024;RM025;B06;Jasa;Pending;Verifikasi;;;;1,85;0,00;3;Incomplete;55;
APP00568;12/01/2024;RM005;B12;Konstruksi;Approved;Analisis;29/01/2024;04/02/2024;09/02/2024;2,60;1,93;0;Complete;100;
APP00569;25/11/2024;RM003;B13;Transportasi;Pending;Analisis;;;;3,28;0,00;1;Complete;85;
APP00570;11/08/2024;RM027;B13;Produksi;Approved;Komite;01/09/2024;12/09/2024;21/09/2024;1,60;1,30;2;Incomplete;75;
APP00571;28/09/2024;RM001;B02;Konstruksi;Approved;Komite;05/10/2024;10/10/2024;19/10/2024;3,04;2,55;4;Incomplete;45;
APP00572;23/12/2024;RM026;B02;Pertanian;Approved;Analisis;23/03/2025;02/02/2025;12/02/2025;10,37;6,35;1;Complete;90;
APP00573;04/06/2024;RM028;B13;Jasa;Pending;Analisis;;;;2,79;0,00;3;Incomplete;55;
APP00574;08/01/2024;RM006;B05;Perdagangan;Pending;Verifikasi;;;;5,22;0,00;5;Incomplete;25;
APP00575;01/05/2024;RM015;B15;Jasa;Approved;Analisis;06/05/2024;16/05/2024;17/05/2024;2,65;2,04;3;Incomplete;60;
APP00576;13/12/2024;RM002;B04;Jasa;Approved;Analisis;20/01/2025;28/01/2025;30/01/2025;1,13;0,91;0;Complete;100;
APP00577;12/06/2024;RM029;B11;Konstruksi;Approved;Komite;21/07/2024;03/08/2024;13/08/2024;2,34;1,46;0;Complete;100;
APP00578;30/03/2024;RM003;B02;Jasa;Approved;Komite;16/04/2024;30/04/2024;01/05/2024;1,63;1,52;1;Complete;90;
APP00579;15/05/2024;RM017;B15;Konstruksi;Approved;Komite;13/08/2024;26/06/2024;01/07/2024;1,39;1,27;1;Complete;90;
APP00580;04/07/2024;RM025;B15;Produksi;Approved;Komite;05/08/2024;16/08/2024;26/08/2024;1,90;1,28;0;Complete;100;
APP00581;11/11/2024;RM024;B03;Perdagangan;Approved;Analisis;20/11/2024;29/11/2024;30/11/2024;1,81;1,55;0;Complete;100;
APP00582;26/06/2024;RM012;B07;Transportasi;Approved;Komite;22/07/2024;03/08/2024;06/08/2024;1,05;0,97;2;Incomplete;75;
APP00583;28/01/2024;RM018;B08;Jasa;Approved;Analisis;22/02/2024;07/03/2024;17/03/2024;10,07;8,62;1;Complete;90;
APP00584;07/08/2024;RM015;B12;Jasa;Approved;Komite;19/08/2024;02/09/2024;09/09/2024;3,22;2,33;0;Complete;100;
APP00585;22/12/2024;RM012;B13;Produksi;Approved;Komite;15/01/2025;20/01/2025;;2,30;1,98;2;Incomplete;75;
APP00586;10/02/2024;RM016;B06;Perdagangan;Approved;Komite;18/03/2024;27/03/2024;28/03/2024;2,09;1,43;2;Incomplete;75;
APP00587;15/08/2024;RM027;B11;Produksi;Approved;Analisis;08/09/2024;21/09/2024;23/09/2024;4,08;2,97;2;Incomplete;75;
APP00588;10/07/2024;RM008;B05;Jasa;Pending;Analisis;;;;6,89;0,00;0;Complete;100;
APP00589;24/05/2024;RM028;B13;Jasa;Approved;Komite;24/06/2024;28/06/2024;06/07/2024;2,99;2,46;2;Incomplete;75;
APP00590;19/07/2024;RM014;B01;Transportasi;Approved;Analisis;13/08/2024;23/08/2024;26/08/2024;2,13;1,37;1;Complete;90;
APP00591;30/07/2024;RM025;B08;Jasa;Approved;Komite;29/08/2024;10/09/2024;14/09/2024;4,80;4,67;0;Complete;100;
APP00592;07/08/2024;RM017;B03;Perdagangan;Pending;Analisis;;;;2,16;0,00;2;Incomplete;70;
APP00593;27/08/2024;RM029;B15;Jasa;Rejected;Verifikasi;19/09/2024;;;2,57;0,00;1;Complete;75;Dokumen Tidak Lengkap
APP00594;15/02/2024;RM021;B06;Konstruksi;Pending;Verifikasi;;;;3,62;0,00;0;Complete;100;
APP00595;04/02/2024;RM008;B03;Perdagangan;Pending;Verifikasi;;;;1,57;0,00;1;Complete;85;
APP00596;09/09/2024;RM015;B07;Perdagangan;Approved;Analisis;19/10/2024;28/10/2024;07/11/2024;0,57;0,46;0;Complete;100;
APP00597;22/03/2024;RM027;B13;Perdagangan;Pending;Verifikasi;;;;1,53;0,00;0;Complete;100;
APP00598;12/09/2024;RM014;B14;Perdagangan;Pending;Analisis;;;;3,15;0,00;3;Incomplete;55;
APP00599;15/07/2024;RM018;B07;Pertanian;Approved;Analisis;28/07/2024;04/08/2024;05/08/2024;3,02;2,13;0;Complete;100;
APP00600;29/10/2024;RM020;B12;Produksi;Approved;Komite;15/11/2024;18/11/2024;27/11/2024;4,44;3,44;5;Incomplete;30;
APP00601;10/01/2024;RM007;B15;Jasa;Approved;Komite;10/02/2024;24/02/2024;01/03/2024;1,56;0,95;1;Complete;90;
APP00602;07/11/2024;RM003;B09;Produksi;Rejected;Verifikasi;06/12/2024;;;5,12;0,00;0;Complete;90;Agunan Tidak Cukup
APP00603;12/10/2024;RM029;B05;Jasa;Approved;Analisis;28/10/2024;05/11/2024;13/11/2024;2,22;1,88;0;Complete;100;
APP00604;29/08/2024;RM012;B15;Transportasi;Pending;Analisis;;;;2,85;0,00;1;Complete;85;
APP00605;07/09/2024;RM021;B08;Transportasi;Approved;Analisis;01/10/2024;07/10/2024;13/10/2024;3,41;2,79;2;Incomplete;75;
APP00606;05/01/2024;RM024;B10;Jasa;Approved;Komite;04/02/2024;14/02/2024;22/02/2024;0,87;0,73;0;Complete;100;
APP00607;28/04/2024;RM028;B10;Konstruksi;Approved;Komite;07/06/2024;17/06/2024;23/06/2024;1,08;1,05;0;Complete;100;
APP00608;15/10/2024;RM026;B08;Pertanian;Approved;Komite;20/10/2024;26/10/2024;31/10/2024;1,06;0,64;3;Incomplete;60;
APP00609;05/03/2024;RM003;B01;Perdagangan;Rejected;Analisis;29/03/2024;;;3,77;0,00;0;Complete;90;Dokumen Tidak Lengkap
APP00610;25/05/2024;RM020;B12;Perdagangan;Pending;Verifikasi;;;;1,65;0,00;3;Incomplete;55;
